        1	2017-06-08 14:21:38	1	0	1	0
        1	2017-06-08 14:21:43	1	0	1	0
        1	2017-06-14 10:55:49	1	0	1	0
        2	2017-06-14 10:59:17	1	0	1	0
        2	2017-06-14 11:00:05	1	0	1	0
        2	2017-06-14 11:00:10	1	0	1	0
        1	2017-06-14 16:01:30	1	0	1	0
        1	2017-06-19 08:36:26	1	0	1	0
        2	2017-06-19 08:36:36	1	0	1	0
        1	2017-06-19 08:39:23	1	0	1	0
        1	2017-06-19 08:41:21	1	0	1	0
        2	2017-06-19 08:41:28	1	0	1	0
        4	2017-06-19 08:41:34	1	0	1	0
       20	2017-06-20 07:53:59	1	0	1	0
       19	2017-06-20 07:54:05	1	0	1	0
       19	2017-06-20 07:54:08	1	0	1	0
       21	2017-06-20 07:54:16	1	0	1	0
       23	2017-06-20 07:54:20	1	0	1	0
       12	2017-06-20 07:54:25	1	0	1	0
       15	2017-06-20 07:54:32	1	0	1	0
       14	2017-06-20 07:54:46	1	0	1	0
       27	2017-06-20 07:54:51	1	0	1	0
        7	2017-06-20 07:54:59	1	0	1	0
        9	2017-06-20 07:55:04	1	0	1	0
       11	2017-06-20 07:55:11	1	0	1	0
       24	2017-06-20 07:55:16	1	0	1	0
       26	2017-06-20 07:55:24	1	0	1	0
       25	2017-06-20 07:55:29	1	0	1	0
       18	2017-06-20 07:55:34	1	0	1	0
       10	2017-06-20 07:55:41	1	0	1	0
        8	2017-06-20 07:56:06	1	0	1	0
       28	2017-06-20 07:56:32	1	0	1	0
       30	2017-06-20 07:59:04	1	0	1	0
       31	2017-06-20 07:59:08	1	0	1	0
       29	2017-06-20 07:59:11	1	0	1	0
        4	2017-06-20 08:06:04	1	0	1	0
       16	2017-06-20 08:10:54	1	0	1	0
       16	2017-06-20 08:10:55	1	0	1	0
        5	2017-06-20 08:11:01	1	0	1	0
       22	2017-06-20 08:11:13	1	0	1	0
       13	2017-06-20 08:16:33	1	0	1	0
        6	2017-06-20 08:23:13	1	0	1	0
       12	2017-06-20 11:33:00	1	0	1	0
       27	2017-06-20 11:33:43	1	0	1	0
       17	2017-06-20 11:33:49	1	0	1	0
       19	2017-06-20 11:33:53	1	0	1	0
       30	2017-06-20 11:34:02	1	0	1	0
       29	2017-06-20 11:34:10	1	0	1	0
       11	2017-06-20 11:34:16	1	0	1	0
       28	2017-06-20 11:34:37	1	0	1	0
        8	2017-06-20 11:35:04	1	0	1	0
       10	2017-06-20 11:35:14	1	0	1	0
       10	2017-06-20 11:35:16	1	0	1	0
       13	2017-06-20 11:35:34	1	0	1	0
       31	2017-06-20 11:35:41	1	0	1	0
       23	2017-06-20 11:35:45	1	0	1	0
       24	2017-06-20 11:35:47	1	0	1	0
        4	2017-06-20 11:36:45	1	0	1	0
       18	2017-06-20 11:36:51	1	0	1	0
        7	2017-06-20 11:36:57	1	0	1	0
       26	2017-06-20 11:37:01	1	0	1	0
        9	2017-06-20 11:37:04	1	0	1	0
       21	2017-06-20 11:37:24	1	0	1	0
       22	2017-06-20 11:37:29	1	0	1	0
       25	2017-06-20 11:37:32	1	0	1	0
        5	2017-06-20 11:38:44	1	0	1	0
       16	2017-06-20 11:38:48	1	0	1	0
        6	2017-06-20 11:38:52	1	0	1	0
       15	2017-06-20 11:39:05	1	0	1	0
       14	2017-06-20 11:39:10	1	0	1	0
       20	2017-06-20 11:42:51	1	0	1	0
